image_path,symmetry_score
/content/drive/MyDrive/symmetry_dataset/icons8-team-dhZtNlvNE8M-unsplash.jpg,"(96.03, 96.28, 95.93, 96.08)"
/content/drive/MyDrive/symmetry_dataset/jack-robinson-oc4kVkjQJmI-unsplash.jpg,"(32.52, 21.19, 20.87, 24.86)"
/content/drive/MyDrive/symmetry_dataset/james-best-f8U9Xqi1J5E-unsplash.jpg,"(40.26, 32.66, 31.85, 34.92)"
/content/drive/MyDrive/symmetry_dataset/joakim-honkasalo-nooqi9ZGNss-unsplash.jpg,"(62.14, 38.57, 38.31, 46.34)"
/content/drive/MyDrive/symmetry_dataset/joe-green-Tmi1LtqDek4-unsplash.jpg,"(50.68, 33.66, 33.41, 39.25)"
/content/drive/MyDrive/symmetry_dataset/joel-danielson-j3guHyeC-bg-unsplash.jpg,"(54.15, 39.54, 39.32, 44.33)"
/content/drive/MyDrive/symmetry_dataset/joel-fulgencio-VSrHD079L78-unsplash.jpg,"(25.58, 25.23, 22.68, 24.5)"
/content/drive/MyDrive/symmetry_dataset/john-robert-marasigan-Lxz__X7NAbA-unsplash.jpg,"(59.36, 53.79, 53.57, 55.57)"
/content/drive/MyDrive/symmetry_dataset/jonas-off-FO2zwDMQzUM-unsplash.jpg,"(74.94, 55.6, 51.76, 60.77)"
/content/drive/MyDrive/symmetry_dataset/jonas-thijs-XI8sW-AqKz8-unsplash.jpg,"(41.67, 31.97, 29.9, 34.51)"
/content/drive/MyDrive/symmetry_dataset/justin-main-ewKDwf05Eds-unsplash.jpg,"(48.95, 13.91, 13.9, 25.59)"
/content/drive/MyDrive/symmetry_dataset/kevin-mueller-aWckTrzEBHg-unsplash.jpg,"(61.82, 61.53, 62.36, 61.9)"
/content/drive/MyDrive/symmetry_dataset/khara-woods-3lKFHLCKark-unsplash.jpg,"(39.39, 34.93, 31.7, 35.34)"
/content/drive/MyDrive/symmetry_dataset/kit-suman-op2iiQwJpp0-unsplash.jpg,"(64.92, 46.44, 46.8, 52.72)"
/content/drive/MyDrive/symmetry_dataset/lance-anderson-AUbnEINNHKg-unsplash.jpg,"(23.42, 17.22, 16.78, 19.14)"
/content/drive/MyDrive/symmetry_dataset/lianhao-qu-4JjK_YR0SLM-unsplash.jpg,"(77.5, 51.89, 51.62, 60.34)"
/content/drive/MyDrive/symmetry_dataset/lianhao-qu-NggpN3IYCrA-unsplash.jpg,"(30.32, 14.11, 14.27, 19.57)"
/content/drive/MyDrive/symmetry_dataset/luis-villasmil-mMRBwkjursA-unsplash.jpg,"(47.29, 28.77, 28.11, 34.72)"
/content/drive/MyDrive/symmetry_dataset/manny-moreno-uWscXisANmw-unsplash.jpg,"(40.2, 31.45, 30.95, 34.2)"
/content/drive/MyDrive/symmetry_dataset/marius-george-oprea-YWXpSg7x39o-unsplash.jpg,"(50.89, 50.59, 49.95, 50.48)"
/content/drive/MyDrive/symmetry_dataset/matthew-fassnacht-Hy6FGDuDGeA-unsplash.jpg,"(34.14, 24.22, 23.15, 27.17)"
/content/drive/MyDrive/symmetry_dataset/matthew-henry-yETqkLnhsUI-unsplash.jpg,"(82.68, 76.67, 75.14, 78.17)"
/content/drive/MyDrive/symmetry_dataset/max-hermansson-ewFKiUYV2-8-unsplash.jpg,"(4.15, 4.31, 4.05, 4.17)"
/content/drive/MyDrive/symmetry_dataset/meritt-thomas-B4P1WwFHmOE-unsplash.jpg,"(62.45, 54.84, 54.7, 57.33)"
/content/drive/MyDrive/symmetry_dataset/michael-heuser-M_PLTKMzyN0-unsplash.jpg,"(50.04, 32.82, 31.67, 38.18)"
/content/drive/MyDrive/symmetry_dataset/miguel-sousa-cKIjpSnu0gc-unsplash.jpg,"(45.31, 37.39, 37.26, 39.99)"
/content/drive/MyDrive/symmetry_dataset/muhammad-rizky-pratama-usaIJgUQm8c-unsplash.jpg,"(81.43, 78.81, 78.69, 79.65)"
/content/drive/MyDrive/symmetry_dataset/nathan-dumlao-Nv8oqa5lx2g-unsplash.jpg,"(60.65, 47.53, 47.1, 51.76)"
/content/drive/MyDrive/symmetry_dataset/nick-fewings-pSxBMq3cAOk-unsplash.jpg,"(56.4, 57.69, 54.06, 56.05)"
/content/drive/MyDrive/symmetry_dataset/nikolay-trebukhin-pQ2XFcooZI4-unsplash.jpg,"(21.77, 39.53, 20.93, 27.41)"
/content/drive/MyDrive/symmetry_dataset/oskars-sylwan-rcAOIMSDfyc-unsplash.jpg,"(61.98, 38.81, 37.95, 46.24)"
/content/drive/MyDrive/symmetry_dataset/pascal-debrunner-fw2OF3-aFW8-unsplash.jpg,"(32.86, 15.08, 13.11, 20.35)"
/content/drive/MyDrive/symmetry_dataset/patrick-hendry-SD6IsqeAAjw-unsplash.jpg,"(51.37, 48.91, 46.94, 49.07)"
/content/drive/MyDrive/symmetry_dataset/patrick-schiele-OzK7tIOPggk-unsplash.jpg,"(48.29, 40.97, 41.65, 43.64)"
/content/drive/MyDrive/symmetry_dataset/photos-by-lanty-gHO13CX3V84-unsplash.jpg,"(81.2, 75.15, 74.92, 77.09)"
/content/drive/MyDrive/symmetry_dataset/pierre-chatel-innocenti-Wm3DCN_ydR0-unsplash.jpg,"(74.23, 75.27, 73.1, 74.2)"
/content/drive/MyDrive/symmetry_dataset/pranav-nahata-D0Wd-7LLCpM-unsplash.jpg,"(83.8, 60.63, 59.91, 68.12)"
/content/drive/MyDrive/symmetry_dataset/quentin-ferrer-MumwgaUKcLw-unsplash.jpg,"(72.19, 66.69, 62.15, 67.01)"
/content/drive/MyDrive/symmetry_dataset/ramakant-sharda-lWydPBv9qsI-unsplash.jpg,"(74.71, 66.91, 66.83, 69.48)"
/content/drive/MyDrive/symmetry_dataset/rashid-khreiss-D5xvlpBt6lw-unsplash.jpg,"(28.96, 24.76, 24.26, 25.99)"
/content/drive/MyDrive/symmetry_dataset/roberto-reposo-Ieac9Zi47_s-unsplash.jpg,"(48.97, 35.31, 36.0, 40.09)"
/content/drive/MyDrive/symmetry_dataset/rod-long-7Csefv0S--Q-unsplash.jpg,"(63.88, 49.97, 49.34, 54.4)"
/content/drive/MyDrive/symmetry_dataset/sameer-meshram-aKZ908V1ZeM-unsplash.jpg,"(43.82, 36.5, 36.49, 38.94)"
/content/drive/MyDrive/symmetry_dataset/sasha-kaunas-VfgpukiOT-s-unsplash.jpg,"(43.03, 32.35, 32.27, 35.88)"
/content/drive/MyDrive/symmetry_dataset/sergiu-valena-CS1b40vBH_Y-unsplash.jpg,"(66.35, 61.58, 57.6, 61.84)"
/content/drive/MyDrive/symmetry_dataset/simone-hutsch-joZoh31kt_8-unsplash.jpg,"(88.9, 78.63, 78.43, 81.99)"
/content/drive/MyDrive/symmetry_dataset/simone-hutsch-RyGYujTUeV0-unsplash.jpg,"(63.11, 45.3, 44.99, 51.13)"
/content/drive/MyDrive/symmetry_dataset/skyler-smith-ISHD1ovpJ-k-unsplash.jpg,"(38.25, 27.99, 26.53, 30.92)"
/content/drive/MyDrive/symmetry_dataset/space-needle-seattle-modern-architecture-landmark-glacier-3840x2160-4311.jpg,"(68.01, 58.48, 58.27, 61.59)"
/content/drive/MyDrive/symmetry_dataset/stefen-tan-n4ZmQXqCqfk-unsplash.jpg,"(64.7, 60.65, 60.29, 61.88)"
/content/drive/MyDrive/symmetry_dataset/sven-read-QoQ17pKMueo-unsplash.jpg,"(54.86, 55.18, 54.32, 54.79)"
/content/drive/MyDrive/symmetry_dataset/ta-ching-chen-poPTI5BszZg-unsplash.jpg,"(33.98, 25.63, 25.19, 28.26)"
/content/drive/MyDrive/symmetry_dataset/the-creativv-qLEKtlHvGfo-unsplash.jpg,"(42.56, 39.59, 39.58, 40.58)"
/content/drive/MyDrive/symmetry_dataset/thomas-dumortier-8ywl01wslAA-unsplash.jpg,"(88.07, 86.8, 86.68, 87.18)"
/content/drive/MyDrive/symmetry_dataset/tim-mossholder-G-IId4_X6mA-unsplash.jpg,"(56.0, 51.99, 52.05, 53.35)"
/content/drive/MyDrive/symmetry_dataset/toa-heftiba-bnoPZ9aTyWQ-unsplash.jpg,"(62.09, 54.06, 51.71, 55.95)"
/content/drive/MyDrive/symmetry_dataset/tobias-polinder-jZs62dFbk9I-unsplash.jpg,"(70.46, 68.71, 68.64, 69.27)"
/content/drive/MyDrive/symmetry_dataset/tomas-yates-3bx_AikPT8o-unsplash.jpg,"(10.79, 14.38, 10.1, 11.76)"
/content/drive/MyDrive/symmetry_dataset/tycho-atsma-b5iEw_Xh8Rs-unsplash.jpg,"(57.18, 38.78, 37.0, 44.32)"
/content/drive/MyDrive/symmetry_dataset/tyler-chandler-PppHismW7YE-unsplash.jpg,"(42.22, 26.78, 26.77, 31.93)"
/content/drive/MyDrive/symmetry_dataset/verne-ho-0LAJfSNa-xQ-unsplash.jpg,"(77.6, 50.6, 50.34, 59.52)"
/content/drive/MyDrive/symmetry_dataset/vin-jack-VSuCFs-2das-unsplash.jpg,"(23.32, 20.6, 19.67, 21.2)"
/content/drive/MyDrive/symmetry_dataset/vincent-battault-81-A8jU_EmQ-unsplash.jpg,"(51.47, 51.81, 50.22, 51.17)"
/content/drive/MyDrive/symmetry_dataset/white-field-photo-nnrN8p9XjeA-unsplash.jpg,"(36.27, 35.65, 34.75, 35.56)"
/content/drive/MyDrive/symmetry_dataset/who-s-denilo-ybd6cvyfqX8-unsplash.jpg,"(55.03, 48.85, 44.71, 49.53)"
/content/drive/MyDrive/symmetry_dataset/willian-justen-de-vasconcellos-bDVnmzmW4a0-unsplash.jpg,"(42.07, 29.14, 29.02, 33.41)"
/content/drive/MyDrive/symmetry_dataset/x-y-QIlazfDuo58-unsplash.jpg,"(53.11, 49.74, 48.66, 50.5)"
/content/drive/MyDrive/symmetry_dataset/y-h-zhou-JGHurukeQcs-unsplash.jpg,"(78.83, 38.5, 38.4, 51.91)"
